laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1131,Lenovo,Other,Gaming,17.3,Full HD,i7,16,SSD,Dedicated,Windows 10,4.6,2749.99
677,Acer,Aspire 3,Notebook,15.6,HD,i3,4,SSD,Integrated,Linux,2.1,412.0
616,Acer,Other,Notebook,14.0,HD,Pentium,4,Other,Integrated,Windows 10,1.6,349.0
118,HP,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.26,1398.99
753,Acer,Other,Notebook,14.0,HD,Other,2,Other,Integrated,Chrome OS,1.68,330.0
422,Dell,Inspiron 3567,Notebook,15.6,Full HD,i5,4,SSD,Dedicated,Linux,2.3,598.9
668,Dell,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.56,1229.0
705,Asus,Other,2 in 1 Convertible,12.5,Full HD,Other,4,Other,Integrated,Chrome OS,1.2,669.0
915,Lenovo,ThinkPad X1,Ultrabook,14.0,Full HD,i7,8,Other,Integrated,Windows 10,1.13,2049.0
785,Lenovo,Other,Notebook,15.6,4K,i7,16,SSD,Dedicated,Windows 7,2.5,2370.0
1034,Dell,Other,2 in 1 Convertible,15.6,Full HD,i3,4,HDD,Integrated,Windows 10,2.08,795.99
372,Dell,Other,Notebook,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.8,1085.0
1038,Dell,Other,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.09,1046.44
610,MSI,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.14,2199.0
1306,Asus,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,Windows 10,2.2,369.0
485,Dell,Inspiron 3576,Notebook,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,2.2,675.0
905,MSI,Other,Gaming,17.3,4K,i7,16,Hybrid,Dedicated,Windows 10,2.43,2649.0
587,Mediacom,Other,Notebook,14.0,Full HD,Other,4,SSD,Integrated,Windows 10,1.45,389.0
254,Apple,MacBook Pro,Ultrabook,13.3,Other,i5,8,SSD,Integrated,macOS,1.37,2040.0
426,Lenovo,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Dedicated,Windows 10,1.75,1215.38
646,Lenovo,Other,2 in 1 Convertible,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.37,1757.42
881,Lenovo,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,2.38,1055.0
542,Dell,Other,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,1.93,1369.0
1122,Lenovo,Other,2 in 1 Convertible,15.6,Full HD,i5,4,SSD,Integrated,Windows 10,2.1,867.0
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.4,1129.0
886,Dell,Other,Ultrabook,12.5,Full HD,i7,8,SSD,Integrated,Windows 10,1.6,1690.0
313,Lenovo,Other,Notebook,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.3,819.0
1307,Asus,Other,Ultrabook,13.3,Full HD,Other,8,SSD,Integrated,Windows 10,1.2,729.0
39,HP,250 G6,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,1.86,488.69
314,HP,250 G6,Notebook,15.6,Full HD,i3,4,HDD,Integrated,Windows 10,1.86,469.0
585,MSI,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.14,2729.0
716,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.8,1191.0
678,Microsoft,Other,Ultrabook,13.5,Other,i7,8,SSD,Integrated,Windows 10 S,1.252,1867.85
803,Apple,"MacBook 12""",Ultrabook,12.0,Other,Other,8,Other,Integrated,Mac OS X,0.92,1165.0
733,Lenovo,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,No OS,1.9,489.9
1242,Dell,Other,2 in 1 Convertible,15.0,Full HD,i3,4,HDD,Integrated,Windows 10,2.08,509.0
1254,HP,EliteBook 840,Ultrabook,14.0,Other,i7,8,SSD,Integrated,Windows 7,1.54,2198.19
864,Lenovo,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Dedicated,Windows 10,1.96,1903.0
635,Asus,Other,2 in 1 Convertible,13.3,Full HD,i5,6,HDD,Integrated,Windows 10,1.5,639.01
1136,HP,Other,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.16,1690.0
1104,Acer,Other,Notebook,15.6,HD,Other,4,HDD,Dedicated,Windows 10,2.4,387.0
924,HP,Other,Ultrabook,12.5,4K,Other,8,SSD,Integrated,Windows 10,1.09,3100.0
877,Toshiba,Other,Ultrabook,13.3,HD,i5,8,SSD,Integrated,Windows 10,1.2,1095.0
1290,Lenovo,Other,Notebook,14.0,HD,Other,2,Other,Integrated,Windows 10,1.5,229.0
1194,Lenovo,Other,Notebook,15.6,Full HD,i7,4,Other,Integrated,Windows 7,2.32,825.0
934,Dell,Vostro 3568,Notebook,15.6,HD,i5,4,HDD,Dedicated,Windows 10,2.18,684.99
1316,Lenovo,Other,2 in 1 Convertible,14.0,Full HD,i7,4,SSD,Integrated,Windows 10,1.8,638.0
656,Toshiba,Other,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.2,1213.0
970,Dell,XPS 13,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.24,1899.0
68,HP,250 G6,Notebook,15.6,HD,i3,4,HDD,Dedicated,Windows 10,1.86,438.69
691,HP,Other,Notebook,17.3,Full HD,i3,4,SSD,Dedicated,Windows 10,2.5,699.0
632,Lenovo,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,2.2,899.0
1246,Lenovo,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.6,1029.0
1240,HP,Other,Notebook,15.6,Full HD,Other,6,HDD,Dedicated,Windows 10,2.1,529.0
1245,Dell,Vostro 3568,Notebook,15.6,HD,i5,4,HDD,Integrated,Linux,2.18,521.86
106,HP,Other,Ultrabook,13.3,Full HD,i7,8,SSD,Dedicated,Windows 10,1.38,1119.0
1165,Dell,Vostro 5568,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.18,1009.9
319,Asus,Other,2 in 1 Convertible,11.6,HD,Other,2,Other,Integrated,Windows 10,1.1,275.0
1292,Asus,Other,Notebook,15.6,HD,Other,4,HDD,Integrated,Windows 10,2.2,369.0
1060,HP,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 7,1.43,1469.0
655,Razer,Other,Gaming,14.0,Full HD,i7,16,SSD,Dedicated,Windows 10,1.95,2599.0
938,Lenovo,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.37,1825.0
523,HP,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,2.04,521.47
1285,Dell,Inspiron 3567,Notebook,15.6,HD,i7,8,HDD,Dedicated,Linux,2.3,805.99
1145,HP,Other,Notebook,15.6,HD,i7,8,HDD,Integrated,Windows 10,2.04,629.0
213,Lenovo,Other,Notebook,15.6,HD,i5,8,SSD,Integrated,Windows 10,2.2,597.0
860,HP,250 G6,Notebook,15.6,HD,Other,4,SSD,Integrated,No OS,1.86,299.0
954,HP,Other,Gaming,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.75,1399.0
763,Asus,Other,Notebook,15.6,HD,i7,4,SSD,Integrated,Windows 10,2.37,849.9
706,Toshiba,Other,Ultrabook,13.3,Full HD,i7,16,SSD,Integrated,Windows 10,1.36,1877.0
154,Dell,Inspiron 7567,Gaming,15.6,Full HD,i7,8,Other,Dedicated,Windows 10,2.62,899.0
750,Toshiba,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.25,1535.0
703,Acer,Other,Netbook,11.6,HD,Other,4,Other,Integrated,Windows 10,1.4,269.0
775,Asus,Other,Notebook,17.3,HD,Pentium,4,HDD,Dedicated,Windows 10,2.8,470.34
723,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Dedicated,Windows 10,1.87,857.07
191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i5,8,SSD,Dedicated,No OS,2.4,779.0
1172,Dell,XPS 15,Notebook,15.6,4K,i5,8,SSD,Dedicated,Windows 10,2.04,2250.68
798,Dell,Inspiron 7567,Gaming,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.62,985.0
1037,HP,Other,Notebook,14.0,Full HD,i7,8,SSD,Dedicated,Windows 10,1.64,1185.43
1057,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.3,1049.6
357,HP,Other,Notebook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.84,1304.0
1025,HP,EliteBook 820,Ultrabook,12.5,Full HD,i5,4,HDD,Integrated,Windows 10,1.26,1539.0
29,Dell,Other,Ultrabook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.88,1298.0
508,HP,Other,Notebook,15.6,HD,i5,8,SSD,Dedicated,Windows 10,1.91,618.99
1181,Lenovo,Other,Notebook,15.6,HD,i3,8,HDD,Integrated,Windows 10,2.2,459.0
105,Dell,Inspiron 3576,Notebook,15.6,Full HD,i5,8,HDD,Dedicated,Linux,2.2,647.0
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Other,i7,16,SSD,Integrated,Windows 10,1.42,2509.0
312,Toshiba,Satellite Pro,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.2,1043.0
345,Dell,Other,Notebook,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.0,1142.75
1111,Dell,Inspiron 5567,Notebook,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,2.36,638.8
366,HP,250 G6,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,1.86,439.0
170,Acer,Aspire 3,Notebook,15.6,HD,Pentium,4,HDD,Integrated,Windows 10,2.1,363.51
1,Apple,MacBook Pro,Ultrabook,13.3,Other,i5,8,SSD,Integrated,macOS,1.37,1339.69
1095,Lenovo,Other,Ultrabook,12.5,Other,Other,8,SSD,Integrated,Windows 10,0.99,1399.0
822,Dell,Vostro 5568,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,1.98,961.0
1031,Lenovo,Other,Notebook,17.3,4K,i7,16,SSD,Dedicated,Windows 7,2.4,2968.0
301,Acer,Other,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Linux,2.5,979.0
511,Lenovo,Other,Netbook,11.6,HD,Other,4,SSD,Integrated,Chrome OS,1.25,265.0
593,HP,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,3.78,1498.0
294,Lenovo,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,No OS,2.2,659.01
800,Vero,Other,Notebook,14.0,Full HD,Other,4,Other,Integrated,Windows 10,1.22,202.9
527,Lenovo,Other,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,3.2,1399.0
662,HP,250 G6,Notebook,15.6,HD,i3,4,HDD,Integrated,No OS,1.86,364.9
1283,Lenovo,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,2.6,899.0
624,HP,EliteBook 850,Ultrabook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.84,1389.0
1155,HP,EliteBook 850,Ultrabook,15.6,Full HD,i7,8,SSD,Integrated,Windows 7,1.88,2171.72
425,Dell,Inspiron 3567,Notebook,15.6,HD,i5,8,HDD,Integrated,Windows 10,2.14,539.95
449,Lenovo,Other,Ultrabook,12.5,Full HD,i5,8,SSD,Integrated,Windows 10,1.36,1429.0
1227,Asus,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.2,2449.0
683,MSI,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.4,1294.0
714,Acer,Other,2 in 1 Convertible,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.6,999.0
789,Dell,Alienware 17,Gaming,17.3,Full HD,i7,32,Hybrid,Dedicated,Windows 10,4.42,3588.8
535,Dell,Inspiron 3567,Notebook,15.6,Full HD,i5,4,HDD,Dedicated,Windows 10,2.3,585.0
875,Dell,XPS 13,Ultrabook,13.3,Other,i7,16,SSD,Integrated,Windows 10,1.29,2240.0
265,Dell,Other,Notebook,17.3,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.8,1142.0
1059,HP,EliteBook 850,Notebook,15.6,Full HD,i5,8,Hybrid,Integrated,Windows 10,1.84,2103.34
338,Asus,Other,Notebook,14.0,Full HD,i7,8,Hybrid,Integrated,Windows 10,2.0,1334.0
605,Dell,Other,2 in 1 Convertible,12.5,Full HD,i5,8,SSD,Integrated,Windows 10,1.34,1670.0
279,Toshiba,Satellite Pro,Notebook,15.6,HD,i7,8,HDD,Dedicated,Windows 10,2.2,812.0
1117,Acer,Other,Notebook,15.6,HD,Other,4,SSD,Integrated,Chrome OS,2.2,209.0
969,Dell,Alienware 17,Gaming,17.3,4K,i7,16,Hybrid,Dedicated,Windows 10,4.36,3154.0
586,Dell,Inspiron 3567,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Linux,2.2,749.01
255,Dell,Other,2 in 1 Convertible,15.6,Full HD,i7,8,HDD,Integrated,Windows 10,2.08,819.0
1156,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Other,i7,16,SSD,Integrated,Windows 10,2.8,2440.0
636,Dell,XPS 15,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.0,1820.0
742,Lenovo,Other,Notebook,13.3,Full HD,i5,8,SSD,Integrated,Windows 10,1.44,960.0
700,HP,Other,Workstation,17.3,Full HD,i7,8,HDD,Dedicated,Windows 10,3.14,1907.99
771,Google,Other,Ultrabook,12.3,Other,i5,8,SSD,Integrated,Chrome OS,1.1,1559.0
1013,HP,EliteBook 840,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.48,2089.0
400,MSI,Other,Gaming,17.3,Full HD,i7,8,SSD,Dedicated,Windows 10,2.7,1349.0
842,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.7,1186.0
268,Dell,Vostro 3568,Notebook,15.6,Full HD,i5,4,HDD,Integrated,Windows 10,2.18,657.0
8,Apple,Other,Ultrabook,13.3,Other,i5,8,Other,Integrated,macOS,1.34,1158.7
52,Acer,Other,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.2,841.0
446,Asus,Other,Notebook,15.6,Full HD,i5,4,SSD,Integrated,Linux,2.0,559.0
38,Dell,Other,Notebook,17.3,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.8,979.0
194,Lenovo,Other,2 in 1 Convertible,14.0,Other,i7,16,SSD,Integrated,Windows 10,1.42,2824.0
721,Asus,Other,Notebook,14.0,Full HD,Other,4,Other,Integrated,Windows 10,1.5,298.0
369,HP,250 G6,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,1.86,639.0
873,Toshiba,Other,Notebook,13.3,Full HD,i5,4,SSD,Integrated,Windows 10,1.05,1285.0
306,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.9,2122.0
1184,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,1.95,1390.0
502,Lenovo,Other,Ultrabook,12.5,HD,i5,8,SSD,Integrated,Windows 10,1.3,1099.0
570,Lenovo,Other,Notebook,17.3,Full HD,i7,8,SSD,Dedicated,Windows 10,3.4,2999.0
87,Dell,Inspiron 7577,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.65,1349.0
1200,Dell,Vostro 5568,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Linux,1.98,895.01
698,Acer,Other,Notebook,14.0,HD,Other,4,Other,Integrated,Chrome OS,1.45,375.0
1304,Lenovo,Other,Notebook,14.0,HD,Other,2,Other,Integrated,Windows 10,1.5,229.0
234,HP,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Windows 10,1.9,1269.0
148,Asus,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.25,1099.0
90,Asus,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.2,1449.0
9,Asus,Other,Ultrabook,14.0,Full HD,i7,16,SSD,Dedicated,Windows 10,1.3,1495.0
11,HP,250 G6,Notebook,15.6,HD,i5,4,HDD,Integrated,No OS,1.86,393.9
1299,Dell,Inspiron 3567,Notebook,15.6,HD,i7,8,HDD,Dedicated,Linux,2.3,805.99
682,HP,Other,2 in 1 Convertible,14.0,Full HD,i3,4,SSD,Dedicated,Windows 10,1.63,699.0
1262,HP,EliteBook 840,Notebook,14.0,Full HD,i5,4,SSD,Integrated,Windows 7,1.54,1099.99
1126,Dell,Other,Notebook,15.6,HD,i5,4,HDD,Dedicated,Windows 7,2.24,769.15
1129,Lenovo,Other,2 in 1 Convertible,10.1,Other,Other,4,Other,Integrated,Android,0.69,549.0
1049,HP,EliteBook 820,Ultrabook,12.5,Full HD,i7,8,SSD,Integrated,Windows 10,1.26,1349.0
431,Dell,Alienware 17,Gaming,17.3,Other,i7,16,Hybrid,Dedicated,Windows 10,4.42,2799.0
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,HD,i3,8,SSD,Dedicated,No OS,2.2,499.0
1113,HP,Other,Notebook,15.6,HD,Pentium,4,HDD,Integrated,Windows 10,1.96,500.0
964,HP,Other,Workstation,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.0,2249.0
174,Huawei,Other,Ultrabook,13.0,Other,i5,8,SSD,Integrated,Windows 10,1.05,1349.0
207,Lenovo,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,3.2,1749.0
1023,HP,Probook 440,Notebook,14.0,HD,i3,4,HDD,Integrated,Windows 10,1.64,684.0
228,HP,ProBook 450,Notebook,15.6,Full HD,i5,8,HDD,Integrated,Windows 10,2.1,794.0
786,Acer,Other,Notebook,14.0,Full HD,i3,4,SSD,Integrated,Windows 10,1.8,636.0
613,Toshiba,Other,Notebook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,2.2,1399.0
437,Samsung,Other,Netbook,11.6,HD,Other,4,Other,Integrated,Chrome OS,1.15,269.0
163,Toshiba,Satellite Pro,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.1,447.0
1003,Dell,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.6,1119.0
1214,Lenovo,Other,Notebook,15.6,HD,i3,4,HDD,Dedicated,No OS,1.9,368.0
225,Dell,Inspiron 3576,Notebook,15.6,Full HD,i5,8,SSD,Dedicated,Linux,2.2,677.35
1007,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.3,1349.0
63,Lenovo,Other,Notebook,14.0,Full HD,i3,8,SSD,Integrated,No OS,1.7,599.0
1001,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.5,1189.0
619,Dell,Vostro 3568,Notebook,15.6,HD,i3,4,HDD,Integrated,Linux,2.18,443.9
363,Dell,Inspiron 7577,Gaming,15.6,Full HD,i5,8,HDD,Dedicated,Windows 10,2.65,999.0
948,Toshiba,Other,Notebook,14.0,Full HD,i5,4,SSD,Integrated,Windows 10,1.47,1105.0
751,Lenovo,Other,2 in 1 Convertible,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.7,999.0
445,Lenovo,Other,Ultrabook,14.0,Other,i7,24,SSD,Integrated,Windows 10,1.32,2382.0
13,Apple,MacBook Pro,Ultrabook,15.4,Other,i7,16,SSD,Dedicated,macOS,1.83,2439.97
1174,MSI,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.7,1492.8
208,Dell,Other,Workstation,15.6,4K,Other,16,Hybrid,Dedicated,Windows 10,2.8,3055.0
1310,Dell,Inspiron 3552,Notebook,15.6,HD,Other,2,HDD,Integrated,Windows 10,2.2,379.0
1093,Lenovo,Other,Notebook,15.6,HD,i5,4,HDD,Integrated,Windows 10,2.1,540.0
216,Asus,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.9,1407.0
844,Dell,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,3.21,2774.63
640,Lenovo,Other,Notebook,15.6,Full HD,i5,4,SSD,Integrated,Windows 10,1.8,829.0
99,Dell,Inspiron 3567,Notebook,15.6,Full HD,i3,4,SSD,Dedicated,Linux,2.2,485.0
972,Dell,XPS 13,Ultrabook,13.3,Other,i7,8,SSD,Integrated,Windows 10,1.3,1268.0
672,MSI,Other,Gaming,17.3,Full HD,i7,8,Hybrid,Dedicated,Windows 10,2.7,1486.77
138,HP,Probook 440,Notebook,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.63,988.0
73,Dell,Other,Ultrabook,13.3,Full HD,i7,8,SSD,Dedicated,Windows 10,1.4,955.0
1069,HP,Other,Notebook,15.6,HD,i3,4,HDD,Integrated,Windows 10,2.31,705.15
454,Dell,Other,Workstation,15.6,Full HD,Other,8,HDD,Dedicated,Windows 10,2.23,1993.0
1302,Lenovo,Other,2 in 1 Convertible,14.0,Full HD,i7,4,SSD,Integrated,Windows 10,1.8,638.0
494,Dell,XPS 15,Notebook,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,2.06,1899.0
249,Lenovo,Other,2 in 1 Convertible,13.9,Full HD,i7,8,SSD,Integrated,Windows 10,1.38,1079.0
514,Acer,Other,Notebook,15.6,Full HD,i5,4,HDD,Dedicated,Windows 10,2.2,613.0
48,Asus,Other,Gaming,17.3,Full HD,Other,8,Hybrid,Dedicated,Windows 10,3.2,1299.0
14,Dell,Inspiron 3567,Notebook,15.6,Full HD,i3,4,SSD,Dedicated,Windows 10,2.2,498.9
404,Lenovo,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.9,938.0
348,HP,ProBook 450,Notebook,15.6,Full HD,i3,8,HDD,Dedicated,Windows 10,2.1,716.0
589,HP,Other,Notebook,13.3,Full HD,i3,4,SSD,Integrated,Windows 10,1.49,719.0
1048,HP,EliteBook 850,Notebook,15.6,Full HD,i7,8,SSD,Integrated,Windows 10,1.84,1228.99
450,Lenovo,Other,Notebook,15.6,Full HD,Pentium,4,SSD,Integrated,Windows 10,2.2,349.0
807,Lenovo,Other,2 in 1 Convertible,13.9,Full HD,i7,8,SSD,Integrated,Windows 10,1.38,1349.0
1077,Dell,Inspiron 5567,Notebook,15.6,Full HD,i7,16,HDD,Dedicated,Windows 10,2.32,989.99
1211,Apple,"MacBook 12""",Ultrabook,12.0,Other,Other,8,Other,Integrated,Mac OS X,0.92,1163.0
5,Apple,MacBook Pro,Ultrabook,13.3,Other,i5,8,SSD,Integrated,macOS,1.37,1803.6
1103,HP,Other,Notebook,13.3,Other,Pentium,4,Other,Integrated,Chrome OS,1.29,615.0
580,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,Windows 10,2.3,830.0
409,Lenovo,Other,Notebook,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.1,1144.5
317,MSI,Other,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.8,2099.0
863,Dell,Other,Notebook,17.3,Full HD,i7,8,HDD,Dedicated,Linux,2.83,865.0
392,Lenovo,Other,Notebook,13.3,Full HD,i3,4,SSD,Integrated,Windows 10,1.5,549.0
349,Lenovo,Other,2 in 1 Convertible,13.9,4K,i7,16,SSD,Integrated,Windows 10,1.4,2099.0
847,Lenovo,Other,Notebook,14.0,HD,Other,4,Other,Integrated,Chrome OS,1.5,325.0
42,Dell,Inspiron 7577,Gaming,15.6,Full HD,i7,16,Hybrid,Dedicated,Windows 10,2.65,1499.0
541,Asus,Other,Gaming,15.6,Full HD,i5,8,Hybrid,Dedicated,Windows 10,2.3,1649.0
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD,i3,4,SSD,Integrated,Windows 10,2.2,499.0
937,Toshiba,Other,Notebook,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,2.4,1975.0
462,Dell,Other,2 in 1 Convertible,11.6,HD,Pentium,4,HDD,Integrated,Windows 10,1.47,479.0
987,Toshiba,Other,Notebook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.95,1180.0
779,Dell,Inspiron 5567,Notebook,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,2.3,1181.27
403,Lenovo,Other,Notebook,15.6,Full HD,i7,8,SSD,Dedicated,Windows 10,2.1,1229.56
892,HP,Other,2 in 1 Convertible,15.6,HD,i5,4,HDD,Integrated,Windows 10,2.3,684.8
1140,Lenovo,Other,2 in 1 Convertible,14.0,Full HD,i7,8,SSD,Integrated,Windows 10,1.8,1669.0
743,Lenovo,Other,Notebook,15.6,Full HD,i7,4,HDD,Integrated,Windows 10,1.85,779.0
304,Asus,Other,Ultrabook,15.6,Full HD,i7,16,SSD,Dedicated,Windows 10,1.63,1468.0
195,Vero,Other,Notebook,14.0,Full HD,Other,4,Other,Integrated,Windows 10,1.3,260.0
334,HP,Other,Ultrabook,12.5,Full HD,i7,8,SSD,Integrated,Windows 10,1.26,1335.0
986,Dell,Alienware 17,Gaming,17.3,Full HD,i7,32,Hybrid,Dedicated,Windows 10,4.42,2800.0
793,Lenovo,Other,Ultrabook,14.0,Full HD,i7,16,SSD,Integrated,Windows 10,1.7,2299.0
1207,Acer,Other,Gaming,17.3,Full HD,i7,16,Hybrid,Dedicated,Windows 10,4.2,2599.0
440,Lenovo,Other,Workstation,15.6,4K,i7,16,SSD,Dedicated,Windows 10,2.3,2445.0
707,HP,Other,Notebook,15.6,Full HD,i7,4,HDD,Dedicated,Windows 10,2.1,689.0
86,Acer,Aspire 3,Notebook,15.6,HD,Other,4,HDD,Dedicated,Windows 10,2.1,395.0
354,Asus,Other,2 in 1 Convertible,11.6,HD,Other,4,Other,Integrated,Windows 10,1.5,375.0
218,Lenovo,Other,Notebook,15.6,Full HD,i5,8,SSD,Integrated,No OS,2.2,549.0
467,Acer,Other,Notebook,15.6,Full HD,i3,4,HDD,Dedicated,Windows 10,2.23,544.0
618,Dell,Other,Gaming,15.6,Full HD,i7,16,HDD,Dedicated,Windows 10,2.59,879.01
692,Lenovo,Other,2 in 1 Convertible,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.19,1499.0
335,Dell,XPS 15,Notebook,15.6,4K,i7,32,SSD,Dedicated,Windows 10,2.06,2639.0
126,HP,Other,Notebook,17.3,Full HD,i7,16,SSD,Dedicated,Windows 10,2.5,1271.0
832,MSI,Other,Gaming,15.6,Full HD,i5,8,SSD,Dedicated,Windows 10,2.4,1199.0
377,Acer,Aspire 3,Notebook,15.6,HD,Other,4,SSD,Dedicated,Windows 10,2.1,426.0
904,Lenovo,Other,Ultrabook,14.0,Full HD,i5,8,SSD,Integrated,Windows 10,1.32,1799.0
1178,Lenovo,Other,Ultrabook,14.0,Full HD,i7,8,SSD,Integrated,Windows 7,1.7,1499.0
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD,i3,4,SSD,Integrated,No OS,2.2,444.0
215,Acer,Other,Notebook,15.6,Full HD,i7,8,HDD,Dedicated,Linux,2.4,779.0
777,Samsung,Other,Ultrabook,13.3,Full HD,i7,8,SSD,Integrated,Windows 10,1.31,1599.0
